3-game,6-game,10-game,$15 Per Seat Per Game,$25 Per Seat Per Game,$35 Per Seat Per Game,$60 Per Seat Per Game,300 Behind the Baskets,300 Corner,300 Midcourt,200 Midcourt,Priority Playoff Tickets,Hot Dog and Soda,Trail Blazers Apparel,$20 Gift Certificiate,No Promotion
0.03257,0.24383,-0.2764,0.65646,0.22011,0.126,-1.00257,-0.73169,-0.43716,0.15736,1.01148,0.12511,0.17428,0.00158,0.01689,-0.31786
